$GPYBM,SN10086413,081101.10,+32.031673020,+120.915356867,15.231,269.014,-0.593,-0.055,0.918,-0.010,0.920,3545730.920,586466.821,1876.469,2122.980,4,4,27,1,0099,0.741,24,*72

$GPYBM,SN10086413,081101.20,+32.031673055,+120.915357648,15.233,268.941,-0.559,0.030,0.745,-0.014,0.745,3545730.924,586466.895,1876.473,2123.054,4,4,27,1,0099,0.729,24,*53

$GPYBM,SN10086413,081101.30,+32.031673076,+120.915358445,15.233,268.767,-0.384,0.028,0.756,0.008,0.757,3545730.927,586466.970,1876.475,2123.129,4,4,27,1,0099,0.721,24,*7B

$GPYBM,SN10086413,081101.40,+32.031673089,+120.915359277,15.233,268.771,-0.628,0.027,0.771,0.001,0.772,3545730.929,586467.049,1876.477,2123.208,4,4,27,1,0099,0.729,25,*7D

$GPYBM,SN10086413,081101.50,+32.031673062,+120.915360080,15.237,269.309,-0.879,-0.038,0.766,-0.039,0.767,3545730.927,586467.124,1876.474,2123.283,4,4,27,2,0099,0.729,25,*7D

$GPYBM,SN10086413,081101.60,+32.031673110,+120.915360922,15.239,268.992,-0.491,0.051,0.808,-0.020,0.810,3545730.933,586467.204,1876.479,2123.363,4,4,28,2,0099,0.733,25,*56

$GPYBM,SN10086413,081101.70,+32.031673125,+120.915361745,15.243,268.811,-0.583,0.019,0.783,-0.047,0.783,3545730.935,586467.282,1876.481,2123.441,4,4,28,2,0099,0.732,26,*54

$GPYBM,SN10086413,081101.80,+32.031673199,+120.915362542,15.233,269.807,-0.666,0.090,0.763,0.076,0.768,3545730.944,586467.357,1876.489,2123.516,4,4,28,2,0099,0.740,26,*77

$GPYBM,SN10086413,081101.90,+32.031673263,+120.915363311,15.234,269.282,-0.464,0.076,0.721,0.003,0.725,3545730.952,586467.429,1876.496,2123.589,4,4,28,2,0099,0.730,27,*73

$GPYBM,SN10086413,081102.00,+32.031673264,+120.915364132,15.235,268.677,-0.374,-0.002,0.774,-0.009,0.774,3545730.952,586467.507,1876.496,2123.666,4,4,28,2,0099,0.720,27,*71

$GPYBM,SN10086413,081102.10,+32.031673295,+120.915364985,15.226,268.167,-0.160,0.017,0.804,0.059,0.804,3545730.956,586467.588,1876.500,2123.747,4,4,28,1,0099,0.714,27,*73

$GPYBM,SN10086413,081102.20,+32.031673318,+120.915365829,15.223,267.950,-0.166,0.030,0.819,0.078,0.819,3545730.960,586467.667,1876.502,2123.827,4,4,28,1,0099,0.719,27,*75

